Incident ID,Incident Type,Location/Context,Verification,Neighborhood,Date,Time,Description,State Kidnapping?,Agencies Involved,# of Agents,# of Unmarked Police Vehicles,Associated License Plates,Notes,Latitude,Longitude,Month,Date Category,Style Key
INC-178,Vehicle Stop,PubIic Roadway: Highway,Confirmed,South Tucson,17-Feb-2026,6:41 PM,Vehicle stop conducted by U.S. Border Patrol and Arizona DPS (state police) agents on Interstate 10. Outcome unknown,Attempted Abduction(s) — Unknown Outcome,"US Border Patrol, Arizona Department of Public Safety (AZDPS)",5+,2,,,32.192619,-110.977571,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-179,Stakeout/Surveillance,Residential Area,Confirmed,Roger Park,18-Feb-2026,11:21 AM,ICE agents in at least two unmarked vehicles spotted hunting at an apartment complex. Community response likely prevented any kidnappings,No,Immigration and Customs Enforcement (ICE),2+,2+,CWL6437; CWW1873,,32.279231,-110.978249,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-180,Stakeout/Surveillance,Commercial Area,Confirmed,Limberlost,18-Feb-2026,12:03 PM,ICE agents in at least two unmarked vehicles spotted hunting in the Target parking lot after they left a nearby apartment complex. Community response likely prevented any kidnappings,No,Immigration and Customs Enforcement (ICE),2+,2+,CWL6437; CWW1873,,32.280184,-110.977279,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-181,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,South Tucson,18-Feb-2026,11:33 AM,DHS/CBP surveillance helicopter N370SR flying a surveillance operation over South Tucson and surrounding neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.196579,-110.963809,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-182,Stakeout/Surveillance,Residential Area,Confirmed,Roger Park,19-Feb-2026,8:36 AM,"ICE agents in at least 5 unmarked vehicles were hunting at an apartment complex. Eventually property management confronted agents in one of the vehicles (which had snuck through a keypad access gate into a parking lot for residents) and the agents left. No known kidnappings occurred, likely in part due to community responde",No,Immigration and Customs Enforcement (ICE),6+,5+,CWW1873; CPH4983; CTN4388; CWD1071; CTN4078,,32.279486,-110.978109,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-183,Vehicle Stop,Commercial Area,Confirmed,Midvale Park,19-Feb-2026,2:23 PM,Vehicle stop conducted by ICE agents. At least one person reportedly detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,2-3,,,32.152544,-110.990396,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-184,Vehicle Stop,Commercial Area,Confirmed,Irvington & I-19 Commerce,19-Feb-2026,4:07 PM,Vehicle stop conducted by masked ICE agents in the parking lot of a La-Z-Boy furniture store. At least one person was reportedly kidnapped and his vehicle left in the parking lot.,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),3-4+,1+,,,32.165638,-110.987937,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-185,Vehicle Stop,Public Roadway,Confirmed,Keeling,20-Feb-2026,8:33 AM,Vehicle stop conducted by ICE agents in which one person was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3+,1,CBC9381,,32.258511,-110.963406,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-186,Stakeout/Surveillance,Workplace or Business,Confirmed,Barrio Nopal,20-Feb-2026,5:20 PM,ICE agents in at least one unmarked vehicle conducting a stakeout/surveillance of a restaurant. Outcome unknown,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),2+,1,CWS9671,,32.133638,-110.967785,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-187,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,San Xavier Indian Reservation,25-Feb-2026,5:08 PM,DHS/CBP surveillance helicopter N370SR flying a surveillance operation over San Xavier Indian Reservation,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.106166,-111.005115,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-188,Vehicle Stop,Public Roadway,Confirmed,Sunnyside,26-Feb-2026,1:57 PM,Vehicle stop conducted by four officers from an unknown agency in dark-colored clothing and tactical vests. No other details available,Attempted Abduction(s) — Unknown Outcome,Unknown,4+,1+,,,32.137172,-110.967895,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-189,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Campus Farm, Amphi, Mountain View, etc",26-Feb-2026,2:01 PM,"DHS/CBP surveillance helicopter N370SR flying a surveillance operation over Campus Farm, Amphi, Mountain View, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.275737,-110.958369,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-190,Unknown/Other,Public Roadway,Confirmed,Roberts,1-Mar-2026,6:03 PM,"Mysterious incident involving two uniformed Border Patrol agents in marked vehicles and another in plain clothes in an unmarked pickup truck with police lights. A chain was attached to the unmarked truck and it was used to tow an SUV with Sonoran plates, which the Border Patrol agents described as a “stranded motorist”. But Border Patrol agents are not permitted to tow civilian vehicles with chains, so we think either this was also an unmarked Border Patrol vehicle or it was the “ghost car” of someone who had already been kidnapped. ",Unknown or Not Applicable,US Border Patrol,3-5,1-3,R5A7D1A,,32.190341,-110.908913,March 2026,15–30 days ago,Unknown/Other_15–30 days ago
INC-191,Stakeout/Surveillance,Residential Area,Confirmed,Flowing Wells,3-Mar-2026,7:30 AM,Agent(s) in at least one unmarked vehicle were seen conducting surveillance at a mobile home park. Same vehicle would be seen in the area again the next day with a known ICE vehicle. Residents reported seeing similar surveillance vehicles multiple times over the previous two weeks.,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),1+,1,BGX4457,,32.298253,-111.012002,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-192,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Drexel Park, Cherry Avenue, etc",3-Mar-2026,1:20 PM,"DHS/CBP surveillance plane, likely N51824, flying a surveillance operation over Drexel Park, Cherry Avenue, and other neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.156013,-110.961944,March 2026,15–30 days ago,Aerial Surveillance (Aircraft)_15–30 days ago
INC-193,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Oracle Villa Estates,3-Mar-2026,4:35 PM,"ICE agents in three unmarked vehicles surveilled an apartment complex all day, eventually following someone as they left their apartment building and kidnapping them",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3+,3+,CWW1146,,32.322751,-110.971691,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-194,Stakeout/Surveillance,Residential Area,Confirmed,Flowing Wells,4-Mar-2026,7:28 AM,Agents in at least three unmarked vehicles were spotted doing surveillance in and around a mobile home park. At least one of these vehicles has been confirmed as an ICE vehicle. Residents reported seeing similar surveillance vehicles multiple times over the previous two weeks.,No,Immigration and Customs Enforcement (ICE),2-5+,2-5,BGX4457; CTN4078,,32.297565,-111.011989,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-195,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,Casas Adobes,4-Mar-2026,,ICE agents in unmarked vehicles followed an apartment complex resident from the property and conducted a vehicle stop at a nearby motel. One person was reportedly kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4+,4+,CWW1146,,32.319339,-110.976051,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-196,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"San Xavier Indian Reservation, Barrio Nopal, etc",4-Mar-2026,1:38 PM,DHS/CBP-operated surveillance helicopter N370SR flying a surveillance operation over neighborhoods,Attempted Abduction(s) — Unknown Outcome,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.119548,-110.960816,March 2026,15–30 days ago,Aerial Surveillance (Aircraft)_15–30 days ago
INC-197,Vehicle Stop,Public Roadway,Confirmed,Millville,4-Mar-2026,6:27 PM,Vehicle stop conducted by agents in five or more unmarked vehicles. At least two of these vehicles ran a red light at high speed before turning on their hidden police lights to initiate the stop. One agent was driving a pickup truck with Sonoran (Mexico) license plate. All agents in plain clothes and tactical vests. One man was detained and later released.,No,Immigration and Customs Enforcement (ICE),5+,5+,CWD1083; RGA 4LO; CWL5684; CWH4495,,32.207496,-110.949141,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-198,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,Palo Verde,5-Mar-2026,9:58 AM,Vehicle stop conducted by four agents in plain clothes and tactical vests in three unmarked vehicles in the Walmart parking lot. Witnesses said the agents handcuffed and kidnapped a man and a boy who looked around 11 years old. One agent drove off in the kidnapped people's truck afterward,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4,3,,,32.251339,-110.909179,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-199,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Oracle Villa Estates,6-Mar-2026,9:52 AM,Credible reports of at least one unmarked police vehicle prowling an apartment complex where an ICE kidnapping had taken place three days prior. No reports of similar kidnappings here on this day,Attempted Abduction(s) — Unknown Outcome,Unknown (likely Immigration and Customs Enforcement (ICE)),1+,1,CWW1714,,32.322736,-110.972435,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-200,Stakeout/Surveillance,Religious Site,Credible Report But Unconfirmed,Santa Rita Park,6-Mar-2026,4:09 PM,"Two unmarked vehicles, one with multiple agents in masks, observed prowling near a church/workers center.",Unknown or Not Applicable,Immigration and Customs Enforcement (ICE) [unconfirmed],3+,2,CPP8313,,32.205568,-110.973144,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-201,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Las Vistas,9-Mar-2026,3:00 PM,"Vehicle stop conducted by agents wearing tactical vests that said only ""POLICE"" (which is common among ICE agents) n two unmarked vehicles, who accused the person of coming from an address they had never been to. The person was released after showing proof they were a US citizen",No,Unknown,2,2,,,32.188914,-110.926408,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-202,Stakeout/Surveillance,Commercial Area,Confirmed,Flowing Wells,9-Mar-2026,3:05 PM,"Unmarked police vehicle, likely associated with the US Marshals, observed surveilling a Walmart parking lot",No,US Marshals [unconfirmed],,2-4,CWW1243; CWW1238,,32.293902,-111.012480,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-203,Aerial Surveillance (Aircraft),Unknown/Other,Credible Report But Unconfirmed,"San Xavier Indian Reservation, Midvale Park",11-Mar-2026,1:58 PM,Surveillance helicopter (probably DHS/CBP's N370SR) flying an operation over San Xavier Indian Reservation and Midvale Park,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.108645,-110.991513,March 2026,15–30 days ago,Aerial Surveillance (Aircraft)_15–30 days ago
INC-204,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,Rillito Park,11-Mar-2026,2:43 PM,Vehicle stop in a shopping center parking lot conducted by an officer in an unmarked vehicle wearing an unidentified tactical vest. No other details available,Unknown or Not Applicable,Unknown,1+,1+,,,32.283103,-110.980012,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-205,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Southland Park,12-Mar-2026,4:17 PM,Vehicle stop involving unknown agents in three unmarked vehicles,Attempted Abduction(s) — Unknown Outcome,Unknown,3+,3,,,32.146535,-110.956245,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-206,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,South Park (Tucson Marketplace),12-Mar-2026,4:15 PM,DHS/CBP helicopter flying a surveillance operation over the Tucson Marketplace and surrounding neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.186561,-110.954971,March 2026,15–30 days ago,Aerial Surveillance (Aircraft)_15–30 days ago
INC-207,Stakeout/Surveillance,Residential Area,Confirmed,Summit,12-Mar-2026,4:29 PM,"Unmarked vehicle with three ICE agents in masks surveilling a residential area. One agent threatened a community member who photographed the vehicle, trying unsuccessfully to open the person's vehicle door twice. When the ICE vehicle left its stakeout spot, it was observed driving onto the nearby Morris Air National Guard Base",Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE); Air National Guard (ICE agents retreated into the base through a secured gate),3+,1,CWL6437,,32.077335,-110.958846,March 2026,15–30 days ago,Stakeout/Surveillance_15–30 days ago
INC-208,Vehicle Stop,Public Roadway,Confirmed,Sunnyside / Southland Park,14-Mar-2026,3:53 PM,"Vehicle stop conducted by ICE agents, who kidnapped someone and left their vehicle",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),Unknown,Unknown,,,32.141286,-110.961559,March 2026,15–30 days ago,Vehicle Stop_15–30 days ago
INC-209,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Nat'l City Northwest,16-Mar-2026,9:26 AM,Two unmarked vehicles spotted surveilling a neighborhood. A local resident recognized ICE agents in one of the vehicles from a previous incident in which the agents had impersonated Tucson Electric Power (TEP) workers,Unknown or Not Applicable,Immigration and Customs Enforcement (ICE),2+,2,,,32.163741,-110.973738,March 2026,8–14 days ago,Stakeout/Surveillance_8–14 days ago
INC-210,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Barrio Santa Rosa, Santa Rita Park, etc",16-Mar-2026,11:06 AM,"DHS/CBP-operated surveillance plane (likely N51824, or possibly N674TC) flying a surveillance operation over neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.206731,-110.978262,March 2026,8–14 days ago,Aerial Surveillance (Aircraft)_8–14 days ago
INC-211,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Summit,17-Mar-2026,8:30 AM,Agent(s) in at least one unmarked vehicle conducting surveillance in a neighborhood,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),1+,1+,,,32.066781,-110.931246,March 2026,8–14 days ago,Stakeout/Surveillance_8–14 days ago
INC-212,Vehicle Stop,Public Roadway,Confirmed,Flowing Wells,24-Mar-2026,10:19 AM,Vehicle stop conducted by 5+ ICE agents in at least 5 unmarked vehicles. One agent appears to approach the vehicle that has been stopped with a gun in his hand. Unknown whether someone was kidnapped,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),4-5,5,CBC9381; CWW1146,,32.293914,-111.028831,March 2026,1-7 days ago,Vehicle Stop_1-7 days ago
INC-213,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,Marana,25-Mar-2026,2:09 PM,DHS/CBP helicopter N370SR flying a surveillance operation over parts of Marana and surrounding Pima County,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.452206,-111.283689,March 2026,1-7 days ago,Aerial Surveillance (Aircraft)_1-7 days ago
INC-214,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Amphi, Downtown, West University, etc",25-Mar-2026,2:57 PM,"DHS/CBP helicopter N370SR flying a surveillance operation over multiple neighborhoods, including Amphi, Downtown, West University, and others",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.250343,-110.971834,March 2026,1-7 days ago,Aerial Surveillance (Aircraft)_1-7 days ago
INC-215,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Dunbar Spring, Barrio Hollywood, Ocotillo Oracle, etc",25-Mar-2026,3:47 PM,"DHS/CBP surveillance plane (likely N674TC, but could also be N51824) flying a surveillance operation over multiple neighborhoods, including Dunbar Spring, Barrio Hollywood, Ocotillo Oracle, and others",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.245932,-110.978036,March 2026,1-7 days ago,Aerial Surveillance (Aircraft)_1-7 days ago
INC-216,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Tucson, South Park, etc",26-Mar-2026,3:06 PM,"DHS/CBP helicopter N370SR flying a surveillance operation over multiple neighborhoods, including South Tucson, South Park, etc",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.195545,-110.961637,March 2026,1-7 days ago,Aerial Surveillance (Aircraft)_1-7 days ago
INC-217,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Sentinel Peak Park, Menlo Park, Barrio Kroeger Lane",27-Mar-2026,10:31 PM,"DHS/CBP surveillance helicopter N779GC, registered to a shell company called Granite Coast Mapping, flying a surveillance operation over Sentinel Peak Park and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.212605,-110.991915,March 2026,1-7 days ago,Aerial Surveillance (Aircraft)_1-7 days ago
